34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:46:04.0 (1496653)|VARIABLE_SCOPE_BEGIN|[18]|combObjLst|List<Complaint__c>|true|false
11:46:04.0 (1512981)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (1523572)|VARIABLE_ASSIGNMENT|[18]|combObjLst|[]|0x6dff9444
11:46:04.0 (1535680)|STATEMENT_EXECUTE|[19]
11:46:04.0 (1540778)|HEAP_ALLOCATE|[19]|Bytes:9
11:46:04.0 (1944459)|HEAP_ALLOCATE|[19]|Bytes:635
11:46:04.0 (1978371)|HEAP_ALLOCATE|[19]|Bytes:644
11:46:04.0 (2009585)|HEAP_ALLOCATE|[50]|Bytes:5
11:46:04.0 (2039780)|HEAP_ALLOCATE|[56]|Bytes:5
11:46:04.0 (2050290)|HEAP_ALLOCATE|[64]|Bytes:7
11:46:04.0 (2096358)|USER_DEBUG|[19]|DEBUG|scope----(Complaint__c:{Id=a011U00000KA7rgQAD, Default_Set__c=batchjob}, Complaint__c:{Id=a011U00000K9xvMQAR, Default_Set__c=batchjob}, Complaint__c:{Id=a011U00000K9xvCQAR, Default_Set__c=batchjob}, Complaint__c:{Id=a011U00000KAIR0QAP, Default_Set__c=batchjob}, Complaint__c:{Id=a011U00000KAIRAQA5, Default_Set__c=batchjob}, Complaint__c:{Id=a011U00000KAF3RQAX, Default_Set__c=batchjob}, Complaint__c:{Id=a011U00000KAF2iQAH, Default_Set__c=batchjob}, Complaint__c:{Id=a011U00000LyLZRQA3, Default_Set__c=batchjob}, Complaint__c:{Id=a011U00000JLQhVQAX, Default_Set__c=batchjob}, Complaint__c:{Id=a011U00000K7qb4QAB, Default_Set__c=batchjob}, ...)
11:46:04.0 (2303566)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (2336318)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (2362662)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (2415083)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000KA7rgQAD","Default_Set__c":"batchjob"}|0x6eee9ac8
11:46:04.0 (2426422)|STATEMENT_EXECUTE|[20]
11:46:04.0 (2429056)|STATEMENT_EXECUTE|[21]
11:46:04.0 (2450460)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (2588588)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (2614164)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x40d33773
11:46:04.0 (2623865)|STATEMENT_EXECUTE|[22]
11:46:04.0 (2712993)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000KA7rgQAD"|0x40d33773
11:46:04.0 (2722677)|STATEMENT_EXECUTE|[23]
11:46:04.0 (2727158)|HEAP_ALLOCATE|[23]|Bytes:8
11:46:04.0 (2781096)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x40d33773
11:46:04.0 (2788742)|STATEMENT_EXECUTE|[24]
11:46:04.0 (2833831)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (2855739)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (2870156)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (2884823)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (2907561)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K9xvMQAR","Default_Set__c":"batchjob"}|0x3697ae88
11:46:04.0 (2916946)|STATEMENT_EXECUTE|[20]
11:46:04.0 (2919276)|STATEMENT_EXECUTE|[21]
11:46:04.0 (2933061)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (2946066)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (2962496)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x2c355a48
11:46:04.0 (2969352)|STATEMENT_EXECUTE|[22]
11:46:04.0 (3007622)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K9xvMQAR"|0x2c355a48
11:46:04.0 (3019773)|STATEMENT_EXECUTE|[23]
11:46:04.0 (3522834)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x2c355a48
11:46:04.0 (3538717)|STATEMENT_EXECUTE|[24]
11:46:04.0 (3555707)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (3577026)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (3593704)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (3608415)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (3629282)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K9xvCQAR","Default_Set__c":"batchjob"}|0x75049812
11:46:04.0 (3638349)|STATEMENT_EXECUTE|[20]
11:46:04.0 (3640495)|STATEMENT_EXECUTE|[21]
11:46:04.0 (3655873)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (3668312)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (3683973)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x1759e10a
11:46:04.0 (3696487)|STATEMENT_EXECUTE|[22]
11:46:04.0 (3747034)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K9xvCQAR"|0x1759e10a
11:46:04.0 (3755181)|STATEMENT_EXECUTE|[23]
11:46:04.0 (3787771)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x1759e10a
11:46:04.0 (3799558)|STATEMENT_EXECUTE|[24]
11:46:04.0 (3809838)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (3825805)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (3838776)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (3849398)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (3868938)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000KAIR0QAP","Default_Set__c":"batchjob"}|0x1cb1ee87
11:46:04.0 (3876064)|STATEMENT_EXECUTE|[20]
11:46:04.0 (3880320)|STATEMENT_EXECUTE|[21]
11:46:04.0 (3890683)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (3901206)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (3915080)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x1ad01043
11:46:04.0 (3923796)|STATEMENT_EXECUTE|[22]
11:46:04.0 (3953870)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000KAIR0QAP"|0x1ad01043
11:46:04.0 (3962687)|STATEMENT_EXECUTE|[23]
11:46:04.0 (3988518)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x1ad01043
11:46:04.0 (3995863)|STATEMENT_EXECUTE|[24]
11:46:04.0 (4004615)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (4019058)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (4032677)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (4042296)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (4062837)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000KAIRAQA5","Default_Set__c":"batchjob"}|0x4b45cf03
11:46:04.0 (4080018)|STATEMENT_EXECUTE|[20]
11:46:04.0 (4082252)|STATEMENT_EXECUTE|[21]
11:46:04.0 (4095609)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (4106960)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (4120917)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x13cc36d0
11:46:04.0 (4129656)|STATEMENT_EXECUTE|[22]
11:46:04.0 (4169888)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000KAIRAQA5"|0x13cc36d0
11:46:04.0 (4179221)|STATEMENT_EXECUTE|[23]
11:46:04.0 (4202504)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x13cc36d0
11:46:04.0 (4212110)|STATEMENT_EXECUTE|[24]
11:46:04.0 (4220153)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (4235374)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (4248186)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (4257720)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (4277782)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000KAF3RQAX","Default_Set__c":"batchjob"}|0x9a27f8
11:46:04.0 (4287715)|STATEMENT_EXECUTE|[20]
11:46:04.0 (4290902)|STATEMENT_EXECUTE|[21]
11:46:04.0 (4300820)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (4310836)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (4324469)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x1ad26da0
11:46:04.0 (4333331)|STATEMENT_EXECUTE|[22]
11:46:04.0 (4362347)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000KAF3RQAX"|0x1ad26da0
11:46:04.0 (4371654)|STATEMENT_EXECUTE|[23]
11:46:04.0 (4397237)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x1ad26da0
11:46:04.0 (4407081)|STATEMENT_EXECUTE|[24]
11:46:04.0 (4414290)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (4427648)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (4437369)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (4446868)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (4464754)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000KAF2iQAH","Default_Set__c":"batchjob"}|0x7f0a942e
11:46:04.0 (4474410)|STATEMENT_EXECUTE|[20]
11:46:04.0 (4476576)|STATEMENT_EXECUTE|[21]
11:46:04.0 (4486176)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (4493713)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (4510191)|VARIABLE_ASSIGNMENT|[21]|test|{}|0xd0257a9
11:46:04.0 (4517659)|STATEMENT_EXECUTE|[22]
11:46:04.0 (4554587)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000KAF2iQAH"|0xd0257a9
11:46:04.0 (4566544)|STATEMENT_EXECUTE|[23]
11:46:04.0 (4594743)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0xd0257a9
11:46:04.0 (4604382)|STATEMENT_EXECUTE|[24]
11:46:04.0 (4611530)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (4626002)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (4637785)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (4647397)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (4663924)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000LyLZRQA3","Default_Set__c":"batchjob"}|0x5cf61416
11:46:04.0 (4672362)|STATEMENT_EXECUTE|[20]
11:46:04.0 (4674429)|STATEMENT_EXECUTE|[21]
11:46:04.0 (4685070)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (4694356)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (4707193)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x5540cd45
11:46:04.0 (4716245)|STATEMENT_EXECUTE|[22]
11:46:04.0 (4744494)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000LyLZRQA3"|0x5540cd45
11:46:04.0 (4753087)|STATEMENT_EXECUTE|[23]
11:46:04.0 (4778312)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x5540cd45
11:46:04.0 (4785373)|STATEMENT_EXECUTE|[24]
11:46:04.0 (4794105)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (4805383)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (4816075)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (4824923)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (4843324)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000JLQhVQAX","Default_Set__c":"batchjob"}|0x7ec08827
11:46:04.0 (4849877)|STATEMENT_EXECUTE|[20]
11:46:04.0 (4853302)|STATEMENT_EXECUTE|[21]
11:46:04.0 (4860627)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (4869352)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (4885287)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x61602749
11:46:04.0 (4892131)|STATEMENT_EXECUTE|[22]
11:46:04.0 (4919090)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000JLQhVQAX"|0x61602749
11:46:04.0 (4928053)|STATEMENT_EXECUTE|[23]
11:46:04.0 (4951316)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x61602749
11:46:04.0 (4960377)|STATEMENT_EXECUTE|[24]
11:46:04.0 (4966962)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (4979542)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (4991531)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (5001974)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (5021580)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K7qb4QAB","Default_Set__c":"batchjob"}|0xddad9d7
11:46:04.0 (5032762)|STATEMENT_EXECUTE|[20]
11:46:04.0 (5034891)|STATEMENT_EXECUTE|[21]
11:46:04.0 (5044112)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (5051602)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (5066583)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x5ea307cc
11:46:04.0 (5075501)|STATEMENT_EXECUTE|[22]
11:46:04.0 (5103986)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K7qb4QAB"|0x5ea307cc
11:46:04.0 (5113107)|STATEMENT_EXECUTE|[23]
11:46:04.0 (5135060)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x5ea307cc
11:46:04.0 (5143748)|STATEMENT_EXECUTE|[24]
11:46:04.0 (5159213)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (5172324)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (5194454)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (5204712)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (5221231)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K7tf5QAB","Default_Set__c":"batchjob"}|0x24582d8f
11:46:04.0 (5231465)|STATEMENT_EXECUTE|[20]
11:46:04.0 (5233516)|STATEMENT_EXECUTE|[21]
11:46:04.0 (5242696)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (5252034)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (5268837)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x44620c22
11:46:04.0 (5277194)|STATEMENT_EXECUTE|[22]
11:46:04.0 (5305814)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K7tf5QAB"|0x44620c22
11:46:04.0 (5315675)|STATEMENT_EXECUTE|[23]
11:46:04.0 (5339979)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x44620c22
11:46:04.0 (5347546)|STATEMENT_EXECUTE|[24]
11:46:04.0 (5356313)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (5370633)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (5389243)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (5401703)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (5420339)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K7tf0QAB","Default_Set__c":"batchjob"}|0x1f2d6118
11:46:04.0 (5427767)|STATEMENT_EXECUTE|[20]
11:46:04.0 (5431824)|STATEMENT_EXECUTE|[21]
11:46:04.0 (5439099)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (5448898)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (5462993)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x59768856
11:46:04.0 (5472230)|STATEMENT_EXECUTE|[22]
11:46:04.0 (5499770)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K7tf0QAB"|0x59768856
11:46:04.0 (5508662)|STATEMENT_EXECUTE|[23]
11:46:04.0 (5534475)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x59768856
11:46:04.0 (5543812)|STATEMENT_EXECUTE|[24]
11:46:04.0 (5550589)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (5564081)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (5583894)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (5590852)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (5609138)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K7teqQAB","Default_Set__c":"batchjob"}|0x3c27e2a2
11:46:04.0 (5617964)|STATEMENT_EXECUTE|[20]
11:46:04.0 (5620054)|STATEMENT_EXECUTE|[21]
11:46:04.0 (5628433)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (5636148)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (5651660)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x68f0fa18
11:46:04.0 (5658715)|STATEMENT_EXECUTE|[22]
11:46:04.0 (5686575)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K7teqQAB"|0x68f0fa18
11:46:04.0 (5696632)|STATEMENT_EXECUTE|[23]
11:46:04.0 (5722975)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x68f0fa18
11:46:04.0 (5731880)|STATEMENT_EXECUTE|[24]
11:46:04.0 (5738890)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (5752441)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (5773725)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (5783813)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (5803370)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K7tfFQAR","Default_Set__c":"batchjob"}|0x1c2163bf
11:46:04.0 (5812514)|STATEMENT_EXECUTE|[20]
11:46:04.0 (5814616)|STATEMENT_EXECUTE|[21]
11:46:04.0 (5823810)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (5833972)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (5849995)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x71f86c55
11:46:04.0 (5860169)|STATEMENT_EXECUTE|[22]
11:46:04.0 (5888061)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K7tfFQAR"|0x71f86c55
11:46:04.0 (5895094)|STATEMENT_EXECUTE|[23]
11:46:04.0 (5916931)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x71f86c55
11:46:04.0 (5926547)|STATEMENT_EXECUTE|[24]
11:46:04.0 (5933695)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (5947810)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (5971565)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (5981291)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (5999590)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K7tfKQAR","Default_Set__c":"batchjob"}|0x72c9b23a
11:46:04.0 (6006444)|STATEMENT_EXECUTE|[20]
11:46:04.0 (6011164)|STATEMENT_EXECUTE|[21]
11:46:04.0 (6018263)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (6027062)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (6039942)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x1d86b641
11:46:04.0 (6048898)|STATEMENT_EXECUTE|[22]
11:46:04.0 (6075424)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K7tfKQAR"|0x1d86b641
11:46:04.0 (6084127)|STATEMENT_EXECUTE|[23]
11:46:04.0 (6109197)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x1d86b641
11:46:04.0 (6116560)|STATEMENT_EXECUTE|[24]
11:46:04.0 (6125181)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (6136574)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (6161328)|HEAP_ALLOCATE|[20]|Bytes:12
11:46:04.0 (6172009)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (6190413)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K7tevQAB","Default_Set__c":"batchjob"}|0xaad02d5
11:46:04.0 (6202556)|STATEMENT_EXECUTE|[20]
11:46:04.0 (6204661)|STATEMENT_EXECUTE|[21]
11:46:04.0 (6212105)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (6221152)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (6235426)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x38054d11
11:46:04.0 (6242741)|STATEMENT_EXECUTE|[22]
11:46:04.0 (6302791)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K7tevQAB"|0x38054d11
11:46:04.0 (6312811)|STATEMENT_EXECUTE|[23]
11:46:04.0 (6341479)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x38054d11
11:46:04.0 (6356553)|STATEMENT_EXECUTE|[24]
11:46:04.0 (6365707)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (6381322)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (6422119)|HEAP_ALLOCATE|[20]|Bytes:8
11:46:04.0 (6432386)|VARIABLE_SCOPE_BEGIN|[20]|compObj|SObject|true|false
11:46:04.0 (6450524)|VARIABLE_ASSIGNMENT|[20]|compObj|{"Id":"a011U00000K99lzQAB"}|0x7e26049
11:46:04.0 (6460451)|STATEMENT_EXECUTE|[20]
11:46:04.0 (6462647)|STATEMENT_EXECUTE|[21]
11:46:04.0 (6471814)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:04.0 (6482663)|VARIABLE_SCOPE_BEGIN|[21]|test|Complaint__c|true|false
11:46:04.0 (6498458)|VARIABLE_ASSIGNMENT|[21]|test|{}|0x2f7eea4a
11:46:04.0 (6505663)|STATEMENT_EXECUTE|[22]
11:46:04.0 (6535912)|VARIABLE_ASSIGNMENT|[22]|this.Id|"a011U00000K99lzQAB"|0x2f7eea4a
11:46:04.0 (6543704)|STATEMENT_EXECUTE|[23]
11:46:04.0 (6570551)|VARIABLE_ASSIGNMENT|[23]|this.Default_Set__c|"batchjob"|0x2f7eea4a
11:46:04.0 (6580069)|STATEMENT_EXECUTE|[24]
11:46:04.0 (6587837)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:04.0 (6601928)|HEAP_ALLOCATE|[20]|Bytes:5
11:46:04.0 (6615294)|VARIABLE_ASSIGNMENT|[20]|compObj|null|
11:46:04.0 (6623137)|STATEMENT_EXECUTE|[27]
11:46:04.0 (6683324)|DML_BEGIN|[27]|Op:Update|Type:Complaint__c|Rows:17
11:46:04.0 (6764628)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:72
11:46:04.0 (18724287)|CODE_UNIT_STARTED|[EXTERNAL]|01q1U000001MjRi|ComplaintTrigger on Complaint trigger event BeforeUpdate|__sfdc_trigger/ComplaintTrigger
11:46:04.0 (18803175)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:72
11:46:04.0 (18963349)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:72
11:46:04.0 (19221141)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:17
